loan_id,customer_id,product,principal_pkr,interest_rate_pct,tenor_months,monthly_installment_pkr,disbursement_date,credit_utilisation,prior_delinquencies,days_past_due,loan_status
L704033,C104917,Personal Loan,319400.0,18.82,36,11680.29,2025-06-08,0.2682,0,7,ACTIVE
L704034,C111070,Credit Card,55400.0,19.52,12,5120.86,2023-06-01,0.4431,0,0,CLOSED
L704035,C105027,Personal Loan,120700.0,16.14,36,4251.71,2025-02-06,0.2381,0,45,ACTIVE
L704036,C105853,Personal Loan,149200.0,16.45,36,5276.98,2022-10-09,0.4075,0,15,ACTIVE
L704037,C101193,Credit Card,168600.0,17.57,12,15423.9,2023-07-07,0.1775,0,45,CLOSED
L704038,C107947,Auto Finance,1456200.0,18.45,60,37336.36,2025-03-28,0.3529,0,45,CLOSED
L704039,C110526,Auto Finance,672800.0,17.73,60,16986.04,2024-07-03,0.0344,1,0,ACTIVE
L704040,C104338,Personal Loan,1418700.0,17.57,36,50982.26,2022-12-27,0.7227,0,0,ACTIVE
L704041,C111823,Credit Card,164400.0,,12,14599.24,2026-09-14,0.1056,0,0,ACTIVE
L704042,C110998,Personal Loan,1645100.0,16.56,36,58293.08,2023-10-14,0.2303,0,0,ACTIVE
L704043,C103389,Auto Finance,807900.0,17.85,60,20450.41,2023-09-17,0.4834,1,0,ACTIVE
L704044,C104859,Credit Card,68600.0,19.46,12,6340.47,2025-04-12,0.1017,0,378,DEFAULT
L704045,C104118,Home Finance,2073900.0,19.87,180,36225.64,2024-03-11,0.5017,0,0,ACTIVE
L704046,C109088,Credit Card,792400.0,18.36,12,72783.57,2024-08-07,0.4702,0,30,CLOSED
L704047,C109849,Auto Finance,798100.0,19.66,60,20994.08,2025-02-24,0.3728,0,0,ACTIVE
L704048,C102508,Auto Finance,1428400.0,14.8,60,33830.97,2025-05-05,0.3186,1,0,ACTIVE
L704049,C106131,Personal Loan,1338900.0,20.98,36,50429.51,2025-08-13,0.1643,0,0,ACTIVE
L704050,C100885,Auto Finance,512100.0,20.61,60,13743.19,2023-11-08,0.0305,0,45,ACTIVE
L704051,C110866,Personal Loan,230500.0,20.03,36,8568.44,2023-04-01,0.114,0,7,ACTIVE
L704052,C104145,Home Finance,899800.0,17.24,180,14001.09,2025-09-24,0.6007,1,7,CLOSED
L704053,C107318,Credit Card,30100.0,18.91,12,2768.55,2024-05-04,0.4498,0,15,ACTIVE
L704054,C106687,Personal Loan,906700.0,23.1,36,35144.3,2025-04-08,0.6022,0,325,DEFAULT
L704055,C108180,Auto Finance,499700.0,17.1,60,12445.4,2023-04-04,0.2259,1,30,ACTIVE
L704056,C100468,Personal Loan,536900.0,25.82,36,21581.37,2025-03-24,0.5336,2,30,ACTIVE
L704057,C104898,Credit Card,601900.0,16.92,12,54871.59,2024-05-07,0.0793,0,7,ACTIVE
L704058,C100100,Personal Loan,794100.0,15.72,36,27809.57,2024-03-13,0.232,0,0,ACTIVE
L704059,C108314,Auto Finance,1383600.0,15.33,60,33155.15,2025-11-20,0.5571,0,0,ACTIVE
L704060,C104718,Personal Loan,270800.0,14.01,36,9256.15,2026-01-12,0.5631,0,30,CLOSED
L704061,C110134,Home Finance,1359700.0,22.16,180,26077.31,2024-07-06,0.2047,0,0,ACTIVE
L704062,C102258,Personal Loan,1028400.0,13.24,36,34769.25,2023-12-23,0.6719,3,0,ACTIVE
L704063,C107334,Home Finance,2785500.0,17.46,180,43779.88,2026-08-28,0.332,0,0,CLOSED
L704064,C106810,Home Finance,719800.0,14.06,180,9614.66,2023-09-25,0.2916,0,0,ACTIVE
L704065,C105228,Credit Card,483300.0,17.35,12,44156.45,2023-04-26,0.6581,0,30,ACTIVE
L704066,C109764,Personal Loan,1424200.0,17.65,36,51238.45,2026-10-14,0.399,0,30,CLOSED
L704067,C109248,Home Finance,1252500.0,17.74,180,19936.0,2026-02-11,0.3202,0,0,ACTIVE
L704068,C106394,Auto Finance,684000.0,22.34,60,19022.43,2026-05-21,0.3932,0,7,ACTIVE
L704069,C107394,Auto Finance,145000.0,23.22,60,4104.79,2024-07-08,0.4284,0,0,ACTIVE
L704070,C105663,Personal Loan,1212400.0,17.11,36,43290.05,2023-08-27,0.2465,0,30,ACTIVE
L704071,C111550,Credit Card,194100.0,18.31,12,17826.33,2025-05-31,0.7782,0,0,ACTIVE
L704072,C101955,Auto Finance,6046500.0,18.25,60,154366.11,2026-07-03,0.2699,0,30,ACTIVE
L704073,C106363,Personal Loan,344500.0,27.56,36,14166.92,2025-02-19,0.0001,0,15,CLOSED
L704074,C110182,Home Finance,1944900.0,14.2,180,26163.32,2024-10-27,0.1811,0,0,ACTIVE
L704075,C109162,Credit Card,232300.0,19.67,12,21485.91,2024-02-07,0.331,0,30,ACTIVE
L704076,C100065,Personal Loan,905000.0,21.76,36,34449.05,2025-10-27,0.4659,0,0,ACTIVE
L704077,C106513,Personal Loan,530000.0,19.08,36,19450.64,2026-02-27,0.4357,2,0,ACTIVE
L704078,C106639,Auto Finance,1487000.0,14.65,60,35102.48,2024-12-21,0.3353,0,30,ACTIVE
L704079,C105108,Auto Finance,114400.0,14.71,60,2703.73,2026-03-22,0.3318,0,0,ACTIVE
L704080,C102868,Credit Card,279400.0,16.08,12,25359.02,2023-02-24,0.6621,0,45,ACTIVE
L704081,C109047,Home Finance,2464500.0,19.57,180,42503.02,2024-01-13,0.2274,1,0,ACTIVE
L704082,C101636,Home Finance,939200.0,16.99,180,14447.02,2025-10-30,0.3728,0,30,ACTIVE
L704083,C109986,Auto Finance,963400.0,21.63,60,26406.17,2026-02-03,0.6174,0,0,CLOSED
L704084,C107243,Personal Loan,675800.0,29.35,36,28449.97,2023-05-11,0.8312,0,7,ACTIVE
L704085,C108033,Personal Loan,2161300.0,24.39,36,85237.42,2025-04-19,0.6451,1,0,ACTIVE
L704086,C109271,Personal Loan,1514000.0,16.42,36,53541.22,2023-02-04,0.5851,0,0,ACTIVE
L704087,C111668,Auto Finance,1052900.0,22.98,60,29669.56,2025-04-29,0.6766,1,350,DEFAULT
L704088,C102214,Credit Card,121500.0,20.81,12,11302.94,2023-09-30,0.1303,0,0,ACTIVE
L704089,C104559,Credit Card,145400.0,19.39,12,13425.06,2027-02-21,0.2181,0,7,ACTIVE
L704090,C105404,Personal Loan,735200.0,17.15,36,26266.55,2025-10-06,0.0649,0,15,ACTIVE
L704091,C107640,Personal Loan,189900.0,17.03,36,6774.47,2023-04-22,0.3944,1,0,ACTIVE
L704092,C109093,Credit Card,301500.0,14.72,12,27170.22,2025-09-18,0.265,1,213,DEFAULT
L704093,C104296,Auto Finance,2882200.0,19.19,60,75068.16,2023-12-18,0.5716,1,0,ACTIVE
L704094,C102691,Auto Finance,169800.0,24.71,60,4954.56,2026-12-11,0.4317,0,0,ACTIVE
L704095,C100160,Personal Loan,856300.0,17.4,36,30700.63,2024-10-12,0.7093,3,7,ACTIVE
L704096,C110218,Credit Card,170800.0,22.07,12,15991.95,2025-02-17,0.6727,0,7,ACTIVE
L704097,C108850,Credit Card,139600.0,22.48,12,13096.4,2024-11-06,0.3379,0,0,ACTIVE
L704098,C111486,Credit Card,542200.0,18.6,12,49864.65,2025-01-22,0.3531,1,0,ACTIVE
L704099,C107256,Personal Loan,973900.0,22.74,36,37568.23,2026-01-21,0.6597,0,30,ACTIVE
L704100,C104618,Home Finance,6554200.0,17.82,180,104702.84,2025-03-14,0.1331,0,30,ACTIVE
L704101,C102051,Personal Loan,330600.0,17.34,36,11843.73,2025-07-03,0.4337,0,0,CLOSED
L704102,C109875,Home Finance,760400.0,17.38,180,11907.58,2023-06-18,0.0859,0,15,ACTIVE
L704103,C103854,Personal Loan,792900.0,26.76,36,32266.29,2025-10-14,0.2215,1,297,DEFAULT
L704104,C110757,Personal Loan,155400.0,21.09,36,5863.37,2025-12-16,0.0972,0,268,DEFAULT
L704105,C107300,Credit Card,299100.0,19.79,12,27677.03,2027-04-23,0.2353,0,0,CLOSED
L704106,C107187,Credit Card,204900.0,,12,19091.28,2025-02-24,0.517,1,7,ACTIVE
L704107,C108221,Auto Finance,551700.0,14.12,60,12870.67,2025-12-28,0.3447,0,0,ACTIVE
L704108,C111092,Home Finance,1370100.0,22.2,180,26318.41,2026-06-12,0.7848,1,30,ACTIVE
L704109,C108965,Credit Card,673300.0,15.26,12,60850.11,2026-03-04,0.4545,1,0,ACTIVE
L704110,C107178,Credit Card,559900.0,25.78,12,53423.18,2024-03-22,0.7931,0,7,ACTIVE
L704111,C107369,Auto Finance,562000.0,20.01,60,14892.91,2025-06-05,0.2655,0,0,ACTIVE
L704112,C103808,Home Finance,5158200.0,13.04,180,65399.35,2025-01-01,0.2668,1,30,CLOSED
L704113,C111337,Auto Finance,1854100.0,18.97,60,48065.01,2023-05-26,0.3147,1,0,ACTIVE
L704114,C100308,Personal Loan,657500.0,17.04,36,23455.71,2026-10-03,0.7243,0,0,ACTIVE
L704115,C108728,Credit Card,251900.0,22.5,12,23637.21,2024-03-15,0.5806,0,30,ACTIVE
L704116,C109968,Auto Finance,667000.0,22.33,60,18546.0,2024-03-21,0.3636,0,45,ACTIVE
L704117,C105259,Personal Loan,1131700.0,24.65,36,44786.99,2024-12-20,0.4455,0,45,ACTIVE
L704118,C103764,Personal Loan,293400.0,12.35,36,9792.85,2023-07-05,0.4979,2,7,ACTIVE
L704119,C100274,Credit Card,17000.0,22.28,12,1595.34,2025-12-25,0.2168,0,0,ACTIVE
L704120,C101797,Personal Loan,588800.0,23.18,36,22847.33,2023-08-13,0.8108,0,0,ACTIVE
L704121,C110270,Personal Loan,196000.0,14.62,36,6759.42,2024-10-26,0.1261,0,30,ACTIVE
L704122,C105201,Personal Loan,129100.0,19.84,36,4788.05,2025-10-29,0.3946,0,0,ACTIVE
L704123,C110890,Personal Loan,503600.0,20.23,36,18774.87,2024-03-27,0.3606,0,0,ACTIVE
L704124,C105772,Credit Card,133100.0,15.95,12,12071.25,2025-08-26,0.4846,0,45,ACTIVE
L704125,C104613,Home Finance,1324200.0,22.69,180,25929.47,2024-11-10,0.5545,0,7,CLOSED
L704126,C108484,Personal Loan,460100.0,24.54,36,18180.16,2023-02-14,0.5116,0,0,ACTIVE
L704127,C108133,Credit Card,40500.0,18.47,12,3723.49,2026-04-29,0.3073,0,15,ACTIVE
L704128,C104162,Personal Loan,167300.0,18.78,36,6115.27,2026-09-04,0.3797,0,30,ACTIVE
L704129,C104202,Auto Finance,1027800.0,23.51,60,29275.88,2024-11-27,0.2247,0,45,ACTIVE
L704130,C104762,Credit Card,131700.0,18.63,12,12116.09,2024-09-02,0.2467,0,0,CLOSED
L704131,C110334,Auto Finance,1456800.0,26.15,60,43746.57,2024-02-02,0.4704,1,0,ACTIVE
L704132,C101789,Credit Card,62400.0,16.98,12,5689.93,2026-01-10,0.5075,0,0,ACTIVE
L704133,C103673,Personal Loan,208500.0,25.12,36,8302.96,2023-02-18,0.3492,0,0,CLOSED
L704134,C102846,Personal Loan,367400.0,20.32,36,13712.59,2023-04-23,0.2245,0,45,ACTIVE
L704135,C100645,Personal Loan,3648200.0,19.37,36,134412.24,2022-05-11,0.6377,0,0,ACTIVE
L704136,C107120,Home Finance,3847000.0,18.85,180,64319.97,2026-02-28,0.1054,0,0,ACTIVE
L704137,C106005,Credit Card,614800.0,15.48,12,55631.67,2026-11-29,0.5217,0,15,CLOSED
L704138,C111904,Personal Loan,686500.0,22.09,36,26251.25,2026-11-04,0.4405,1,15,CLOSED
L704139,C106871,Credit Card,92000.0,17.12,12,8398.93,2023-02-27,0.433,0,340,DEFAULT
L704140,C109013,Auto Finance,621200.0,20.35,60,16580.39,2024-09-09,0.3882,2,30,ACTIVE
L704141,C106081,Auto Finance,569400.0,18.98,60,14763.55,2025-06-13,0.1225,1,0,CLOSED
L704142,C102217,Credit Card,111100.0,20.38,12,10311.57,2026-03-14,0.24,0,45,ACTIVE
L704143,C105987,Auto Finance,56700.0,19.28,60,1479.76,2022-07-28,0.4086,0,0,ACTIVE
L704144,C108455,Credit Card,257900.0,19.75,12,23857.85,2024-06-29,0.0125,1,0,ACTIVE
L704145,C104236,Home Finance,1339000.0,19.04,180,22573.32,2027-03-26,0.412,0,0,ACTIVE
L704146,C110718,Home Finance,5639400.0,14.02,180,75178.67,2024-05-04,0.0652,1,7,CLOSED
L704147,C107139,Auto Finance,3591900.0,15.2,60,85829.35,2025-12-30,0.6511,1,358,DEFAULT
L704148,C111856,Personal Loan,350300.0,19.42,36,12916.07,2023-06-11,0.4602,1,45,ACTIVE
L704149,C106804,Credit Card,71400.0,22.8,12,6711.19,2026-03-16,0.4794,0,0,ACTIVE
L704150,C100753,Personal Loan,483100.0,22.61,36,18603.8,2025-06-18,0.1091,0,365,DEFAULT
L704151,C111366,Credit Card,178800.0,22.89,12,16814.93,2022-09-19,0.2701,0,30,ACTIVE
L704152,C105078,Home Finance,388500.0,19.73,180,6745.79,2025-09-19,0.1994,0,7,ACTIVE
L704153,C104543,Personal Loan,909500.0,18.77,36,33232.39,2026-02-06,0.3862,0,0,CLOSED
L704154,C102824,Personal Loan,1505600.0,24.48,36,59448.77,2026-12-16,0.3479,1,7,ACTIVE
L704155,C109287,Auto Finance,264700.0,22.61,60,7402.8,2025-06-07,0.3968,0,45,CLOSED
L704156,C100331,Auto Finance,222400.0,21.83,60,6122.27,2025-12-03,0.3098,0,7,CLOSED
L704157,C108761,Credit Card,581500.0,22.44,12,54546.95,2025-01-10,0.3629,0,0,ACTIVE
L704158,C101111,Home Finance,764300.0,22.93,180,15105.74,2022-11-24,0.439,1,0,ACTIVE
L704159,C103310,Credit Card,224600.0,29.05,12,21793.46,2025-07-28,0.1061,0,30,ACTIVE
L704160,C103397,Personal Loan,771000.0,22.99,36,29842.21,2023-10-30,0.6505,1,0,CLOSED
L704161,C107143,Auto Finance,1938700.0,21.08,60,52536.14,2025-04-17,0.7328,1,0,ACTIVE
L704162,C105281,Auto Finance,620000.0,21.82,60,17059.68,2023-12-15,0.0978,1,0,ACTIVE
L704163,C103580,Credit Card,27400.0,26.9,12,2625.61,2024-05-02,0.3452,0,30,ACTIVE
L704164,C109097,Personal Loan,1344500.0,17.91,36,48544.48,2027-10-24,0.8033,1,0,ACTIVE
L704165,C102859,Auto Finance,477100.0,19.35,60,12467.76,2025-07-22,0.3993,0,15,ACTIVE
L704166,C110538,Credit Card,224200.0,19.27,12,20691.06,2025-09-06,0.1594,1,45,ACTIVE
L704167,C110245,Credit Card,571500.0,18.54,12,52538.24,2023-08-30,0.1645,2,289,DEFAULT
L704168,C107247,Credit Card,562900.0,21.04,12,52421.66,2024-06-24,0.6443,0,0,ACTIVE
L704169,C106604,Auto Finance,2093400.0,,60,50495.79,2026-12-20,0.4536,0,30,ACTIVE
L704170,C107158,Home Finance,1125400.0,22.66,180,22009.92,2026-12-21,0.1858,0,45,ACTIVE
L704171,C105724,Auto Finance,626500.0,20.74,60,16858.68,2027-03-25,0.1207,0,7,ACTIVE
L704172,C110113,Personal Loan,392500.0,16.17,36,13831.42,2022-11-07,0.4992,0,30,ACTIVE
L704173,C103018,Personal Loan,1402200.0,20.8,36,52683.31,2025-06-14,0.7336,0,45,CLOSED
L704174,C102943,Auto Finance,1447500.0,20.25,60,38552.4,2025-10-22,0.166,1,45,CLOSED
L704175,C111624,Credit Card,439900.0,21.04,12,40972.66,2025-10-10,0.5119,0,0,CLOSED
L704176,C102392,Personal Loan,2316600.0,24.16,36,91081.88,2024-10-06,0.2834,1,30,ACTIVE
L704177,C106367,Personal Loan,781800.0,17.92,36,28234.13,2025-07-08,0.2813,0,0,CLOSED
L704178,C111669,Personal Loan,684100.0,26.05,36,27582.99,2024-10-01,0.133,0,0,CLOSED
L704179,C106722,Personal Loan,474600.0,21.6,36,18025.7,2023-06-22,0.1007,0,0,ACTIVE
L704180,C106397,Auto Finance,432800.0,20.51,60,11590.87,2023-08-25,0.2876,2,0,ACTIVE
L704181,C110268,Credit Card,928200.0,19.69,12,85850.12,2023-11-04,0.2753,1,0,ACTIVE
L704182,C107217,Personal Loan,859700.0,23.06,36,33304.33,2025-11-17,0.5119,0,45,ACTIVE
L704183,C109896,Auto Finance,1017200.0,19.25,60,26527.82,2024-07-09,0.9117,2,316,DEFAULT
L704184,C109026,Auto Finance,861800.0,16.91,60,21375.68,2023-10-02,0.5252,1,0,CLOSED
L704185,C111321,Home Finance,1040400.0,20.83,180,18913.23,2025-03-15,0.0537,0,7,CLOSED
L704186,C105667,Personal Loan,242300.0,16.96,36,8634.2,2026-04-27,0.4269,0,7,CLOSED
L704187,C103596,Credit Card,385900.0,19.93,12,35732.61,2024-06-04,0.1051,0,0,ACTIVE
L704188,C110432,Personal Loan,758600.0,22.1,36,29011.65,2023-10-20,0.0975,3,0,ACTIVE
L704189,C103254,Personal Loan,1083600.0,22.06,36,41417.98,2025-07-23,0.2478,1,45,ACTIVE
L704190,C103694,Personal Loan,491600.0,21.75,36,18710.4,2025-07-20,0.5713,1,45,ACTIVE
L704191,C101720,Personal Loan,635600.0,19.04,36,23312.26,2026-03-29,0.6758,0,30,ACTIVE
L704192,C110775,Credit Card,413700.0,16.78,12,37687.28,2023-12-30,0.7846,1,0,ACTIVE
L704193,C104671,Personal Loan,269700.0,18.0,36,9750.88,2026-02-09,0.5981,0,15,ACTIVE
L704194,C104607,Credit Card,234300.0,18.45,12,21534.26,2025-01-25,0.4602,0,0,ACTIVE
L704195,C102737,Personal Loan,658300.0,,36,24959.26,2024-07-23,0.2864,1,7,ACTIVE
L704196,C111721,Personal Loan,1136700.0,18.25,36,41235.73,2024-03-09,0.2536,0,0,CLOSED
L704197,C106512,Auto Finance,820400.0,20.24,60,21846.25,2026-04-09,0.4645,0,0,ACTIVE
L704198,C110050,Home Finance,1115900.0,18.05,180,18011.25,2023-04-03,0.3053,0,30,ACTIVE
L704199,C102733,Personal Loan,1010500.0,16.36,36,35706.53,2024-02-08,0.3846,0,0,CLOSED
L704200,C100380,Auto Finance,700900.0,15.85,60,16989.69,2026-01-06,0.186,0,0,ACTIVE
L704201,C102861,Personal Loan,2125600.0,19.55,36,78508.74,2026-06-22,0.4221,0,15,ACTIVE
L704202,C103717,Home Finance,1343400.0,21.26,180,24853.29,2026-11-09,0.5136,0,0,ACTIVE
L704203,C107755,Auto Finance,1302600.0,17.45,60,32688.59,2024-11-24,0.1728,0,0,CLOSED
L704204,C109519,Personal Loan,871200.0,17.62,36,31329.48,2026-08-24,0.4788,1,0,CLOSED
L704205,C104363,Personal Loan,116600.0,21.85,36,4444.85,2026-09-27,0.2297,0,7,CLOSED
L704206,C105478,Personal Loan,198600.0,,36,7278.09,2024-12-17,0.5754,2,0,CLOSED
L704207,C110889,Auto Finance,1210200.0,18.62,60,31140.73,2022-10-10,0.3999,0,45,ACTIVE
L704208,C104107,Home Finance,1726700.0,23.74,180,35195.34,2023-07-28,0.882,1,147,DEFAULT
L704209,C108889,Personal Loan,274000.0,23.93,36,10739.16,2027-02-25,0.5272,0,30,ACTIVE
L704210,C106550,Home Finance,623600.0,18.31,180,10181.25,2027-10-08,0.415,0,7,ACTIVE
L704211,C106006,Personal Loan,1430700.0,14.48,36,49232.29,2024-09-24,0.1548,0,15,CLOSED
L704212,C104266,Credit Card,82700.0,17.22,12,7553.76,2022-11-04,0.4742,0,45,ACTIVE
L704213,C109998,Personal Loan,247300.0,20.15,36,9210.95,2027-10-10,0.4511,1,0,ACTIVE
L704214,C111966,Personal Loan,1594400.0,18.22,36,57818.12,2024-09-19,0.4037,0,0,ACTIVE
L704215,C107522,Personal Loan,337900.0,24.57,36,13357.31,2026-04-13,0.5258,0,0,ACTIVE
L704216,C104958,Home Finance,256600.0,22.37,180,4962.65,2022-06-18,0.2502,0,7,ACTIVE
L704217,C106284,Personal Loan,292100.0,20.42,36,10919.3,2023-09-28,0.4807,0,15,ACTIVE
L704218,C103754,Auto Finance,1322600.0,17.22,60,33025.44,2026-02-22,0.7353,1,0,ACTIVE
L704219,C107403,Home Finance,638500.0,19.13,180,10805.96,2022-11-19,0.4753,0,0,ACTIVE
L704220,C109522,Personal Loan,1122300.0,18.37,36,40782.02,2024-11-16,0.5693,0,0,ACTIVE
L704221,C107279,Auto Finance,636100.0,12.89,60,14438.26,2024-03-24,0.2204,0,45,ACTIVE
L704222,C106922,Credit Card,286000.0,20.83,12,26611.77,2025-07-31,0.0115,0,45,CLOSED
L704223,C109748,Credit Card,105900.0,22.82,12,9956.76,2024-09-30,0.2123,0,0,ACTIVE
L704224,C103724,Auto Finance,2311100.0,12.14,60,51573.31,2024-12-27,0.6932,0,7,ACTIVE
L704225,C101377,Personal Loan,1472100.0,16.6,36,52191.25,2027-08-02,0.3579,1,15,ACTIVE
L704226,C100954,Credit Card,463100.0,14.9,12,41777.38,2026-05-29,0.4754,3,131,DEFAULT
L704227,C100602,Home Finance,5156900.0,17.55,180,81382.94,2026-08-10,0.2981,0,0,ACTIVE
L704228,C104460,Credit Card,252200.0,20.66,12,23443.43,2025-07-11,0.2878,1,15,ACTIVE
L704229,C100760,Personal Loan,527500.0,20.11,36,19634.52,2023-08-10,0.5021,1,0,ACTIVE
L704230,C104906,Auto Finance,1007900.0,21.76,60,27699.15,2022-10-20,0.2953,0,45,ACTIVE
L704231,C100293,Auto Finance,1076800.0,22.48,60,30033.43,2026-01-28,0.1831,0,30,ACTIVE
L704232,C109429,Credit Card,93600.0,19.57,12,8647.0,2026-08-13,0.314,0,0,ACTIVE
L704233,C111284,Personal Loan,685000.0,11.98,36,22744.42,2023-03-29,0.6489,0,7,ACTIVE
L704234,C103573,Home Finance,2442100.0,19.48,180,41955.16,2024-01-25,0.1448,1,15,CLOSED
L704235,C111686,Personal Loan,409300.0,17.5,36,14695.5,2025-11-02,0.5142,0,7,ACTIVE
L704236,C100335,Personal Loan,240700.0,23.65,36,9397.76,2026-03-26,0.2969,0,45,ACTIVE
L704237,C102366,Auto Finance,217900.0,24.92,60,6386.35,2026-02-21,0.3072,0,45,ACTIVE
L704238,C110914,Home Finance,1061300.0,16.52,180,15973.55,2023-10-20,0.2814,0,0,CLOSED
L704239,C103264,Personal Loan,400100.0,22.7,36,15427.11,2027-03-02,0.5234,0,0,ACTIVE
L704240,C101428,Auto Finance,308500.0,18.37,60,7896.25,2025-02-20,0.068,0,0,ACTIVE
L704241,C104478,Credit Card,129400.0,11.27,12,11449.89,2026-01-30,0.3142,1,45,CLOSED
L704242,C111687,Personal Loan,476400.0,,36,17984.37,2024-09-09,0.1211,0,30,CLOSED
L704243,C102776,Personal Loan,153900.0,15.77,36,5391.66,2025-12-25,0.0127,0,45,ACTIVE
L704244,C102452,Credit Card,98800.0,15.21,12,8930.07,2026-02-21,0.505,0,45,ACTIVE
L704245,C111746,Personal Loan,471300.0,18.3,36,17108.6,2024-10-23,0.3085,0,0,ACTIVE
L704246,C102689,Home Finance,1542400.0,14.95,180,21534.01,2024-01-31,0.4533,1,0,ACTIVE
L704247,C105889,Personal Loan,817300.0,13.15,36,27597.36,2026-03-13,0.1863,1,30,ACTIVE
L704248,C109596,Auto Finance,3129800.0,9.83,60,66236.59,2025-05-19,0.8879,0,7,ACTIVE
L704249,C101970,Auto Finance,453500.0,26.61,60,13741.76,2025-03-06,0.1514,0,0,ACTIVE
L704250,C111524,Credit Card,99000.0,13.06,12,8845.22,2024-03-30,0.0174,0,30,ACTIVE
L704251,C110617,Credit Card,249400.0,19.85,12,23088.62,2024-03-16,0.6314,0,45,ACTIVE
L704252,C103499,Personal Loan,1307400.0,21.59,36,49652.04,2024-06-04,0.572,2,30,ACTIVE
L704253,C110723,Home Finance,3479600.0,20.13,180,61447.22,2026-03-30,0.2462,0,0,ACTIVE
L704254,C107304,Auto Finance,819600.0,15.82,60,19853.52,2025-06-16,0.0405,0,7,ACTIVE
L704255,C108582,Personal Loan,564900.0,16.53,36,20008.23,2024-03-16,0.0864,0,0,ACTIVE
L704256,C102858,Personal Loan,974000.0,21.95,36,37171.53,2023-06-02,0.2495,0,15,ACTIVE
L704257,C105091,Personal Loan,647200.0,16.52,36,22918.89,2027-04-30,0.9225,0,30,ACTIVE
L704258,C107606,Auto Finance,1625100.0,19.15,60,42289.14,2024-03-16,0.4281,2,0,ACTIVE
L704259,C110251,Personal Loan,232300.0,18.52,36,8460.18,2023-03-02,0.5046,0,0,ACTIVE
L704260,C106419,Personal Loan,138900.0,21.25,36,5249.52,2025-01-16,0.4124,0,154,DEFAULT
L704261,C105000,Personal Loan,140400.0,17.73,36,5058.2,2024-02-16,0.1843,0,30,ACTIVE
L704262,C102373,Credit Card,177100.0,22.27,12,16599.0,2026-10-24,0.3338,0,0,ACTIVE
L704263,C109110,Credit Card,174600.0,16.38,12,15870.06,2025-01-18,0.6271,2,0,ACTIVE
L704264,C101492,Personal Loan,778600.0,20.93,36,29306.01,2024-02-10,0.4224,1,0,CLOSED
L704265,C111469,Personal Loan,791400.0,16.91,36,28180.37,2024-05-14,0.3471,1,45,ACTIVE
L704266,C110776,Home Finance,3638600.0,19.48,180,62511.88,2023-09-10,0.6147,1,0,ACTIVE
L704267,C111285,Auto Finance,1969200.0,20.7,60,52940.91,2026-07-02,0.282,0,337,DEFAULT
L704268,C102634,Auto Finance,984400.0,20.52,60,26365.02,2025-06-22,0.161,1,0,ACTIVE
L704269,C108773,Personal Loan,633500.0,16.64,36,22473.63,2025-02-17,0.757,0,0,ACTIVE
L704270,C107802,Auto Finance,1245200.0,17.22,60,31093.09,2022-10-24,0.4395,0,0,ACTIVE
L704271,C108359,Personal Loan,69100.0,21.44,36,2620.15,2027-01-07,0.0924,0,0,ACTIVE
L704272,C105691,Personal Loan,2467300.0,,36,86890.71,2023-03-10,0.0701,0,0,ACTIVE
L704273,C106611,Personal Loan,817200.0,18.25,36,29646.02,2023-04-03,0.3987,0,15,ACTIVE
L704274,C102353,Auto Finance,4500600.0,13.32,60,103141.05,2023-08-27,0.4201,2,0,ACTIVE
L704275,C102535,Credit Card,126100.0,19.8,12,11668.75,2026-01-09,0.5236,0,0,ACTIVE
L704276,C108799,Credit Card,27500.0,16.18,12,2493.94,2027-02-26,0.6445,0,0,ACTIVE
L704277,C107330,Personal Loan,554400.0,,36,19761.56,2026-07-05,0.4987,0,15,CLOSED
L704278,C110951,Personal Loan,255600.0,15.97,36,8981.87,2025-10-02,0.2042,0,0,ACTIVE
L704279,C101796,Credit Card,1499100.0,17.38,12,136997.61,2024-12-16,0.5266,0,15,ACTIVE
L704280,C110657,Auto Finance,456100.0,18.91,60,11809.63,2027-01-17,0.4003,0,0,ACTIVE
L704281,C105512,Personal Loan,803700.0,23.61,36,31365.37,2026-03-07,0.0471,1,15,CLOSED
L704282,C107113,Home Finance,1817100.0,23.29,180,36411.22,2025-01-05,0.2758,0,0,CLOSED
L704283,C101832,Home Finance,581100.0,30.26,180,14819.98,2023-09-09,0.7552,0,0,CLOSED
L704284,C108882,Auto Finance,451700.0,23.33,60,12818.85,2023-11-22,0.1474,0,368,DEFAULT
L704285,C110065,Auto Finance,611000.0,24.31,60,17688.28,2025-04-28,0.2758,0,196,DEFAULT
L704286,C103963,Credit Card,174300.0,18.13,12,15989.89,2024-12-21,0.7796,0,0,ACTIVE
L704287,C100214,Personal Loan,1599100.0,17.47,36,57386.88,2024-05-19,0.3075,0,0,ACTIVE
L704288,C100536,Credit Card,728500.0,9.0,12,63710.29,2025-09-30,0.6789,1,301,DEFAULT
L704289,C107395,Personal Loan,890400.0,23.81,36,34845.21,2024-08-22,0.5378,2,0,ACTIVE
L704290,C102628,Credit Card,198700.0,25.42,12,18927.99,2023-03-23,0.5587,1,15,ACTIVE
L704291,C109505,Credit Card,224400.0,18.87,12,20663.27,2022-04-30,0.6549,0,251,DEFAULT
